match,opshtina,osnnovno_tip ,osnovno_ucilishte,language,uce_2019_2020,uce_2020_2021,uce_2021_2022,uce_2022_2023,uce_2023_2024,par_2019_2020,par_2020_2021,par_2021_2022,par_2022_2023,par_2023_2024,lat,long
Зелениково - ООУ МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Добрино,Зелениково,ПУ,МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Добрино,'',0,0,0,0,0,0,0,0,0,0,41.9333633,21.1220706
Зелениково - ООУ МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Палиград,Зелениково,ПУ,МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Палиград,'',0,0,0,0,0,0,0,0,0,0,41.9333633,21.1220706
Зелениково - ООУ МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Смесница,Зелениково,ПУ,МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Смесница,"албански",140,150,120,12,11,30,30,20,30,4,41.9333633,21.1220706
Зелениково - ООУ МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Страхојадица,Зелениково,ПУ,МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Страхојадица,"албански",330,300,310,33,33,30,30,30,40,4,41.9333633,21.1220706
Зелениково - ООУ МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Тисовица,Зелениково,ПУ,МАРКО  ЦЕПЕНКОВ с. ЗЕЛЕНИКОВО с.Тисовица,"албански",20,10,10,1,0,10,10,10,10,0,41.9333633,21.1220706
Зрновци - ООУ СИНИША СТОИЛОВ  ЗРНОВЦИ,Зрновци,ЦУ,СИНИША СТОИЛОВ  ЗРНОВЦИ,"македонски",1340,1430,1440,146,137,130,130,130,130,13,41.8487358,22.4160628
Зрновци - ООУ СИНИША СТОИЛОВ  ЗРНОВЦИ с.Мородвис,Зрновци,ПУ,СИНИША СТОИЛОВ  ЗРНОВЦИ с.Мородвис,"македонски",190,190,160,13,11,40,40,40,40,4,41.8487358,22.4160628
Илинден - ООУ БРАЌА  МИЛАДИНОВЦИ  с.Миладиновци,Илинден,ЦУ,БРАЌА  МИЛАДИНОВЦИ  с.Миладиновци,"македонски",2770,2780,2890,277,274,140,140,140,140,14,41.9924816,21.6171647
Илинден - ООУ БРАЌА  МИЛАДИНОВЦИ  с.Миладиновци с.Мршевци,Илинден,ПУ,БРАЌА  МИЛАДИНОВЦИ  с.Миладиновци с.Мршевци,"македонски",420,450,380,39,44,30,30,30,40,5,41.9924816,21.6171647
Илинден - ООУ БРАЌА  МИЛАДИНОВЦИ  с.Миладиновци с.Текија,Илинден,ПУ,БРАЌА  МИЛАДИНОВЦИ  с.Миладиновци с.Текија,"македонски",440,410,390,39,32,30,30,30,40,5,41.9924816,21.6171647
Илинден - ООУ ГОЦЕ ДЕЛЧЕВ -нас. ИЛИНДЕН,Илинден,ЦУ,ГОЦЕ ДЕЛЧЕВ -нас. ИЛИНДЕН,"македонски",9610,9740,10020,421,421,360,370,380,160,16,41.9924816,21.6171647
Илинден - ООУ ГОЦЕ ДЕЛЧЕВ -нас. ИЛИНДЕН с.Марино,Илинден,ПУ,ГОЦЕ ДЕЛЧЕВ -нас. ИЛИНДЕН с.Марино,"македонски",0,0,0,588,608,0,0,0,230,23,41.9924816,21.6171647
Илинден - ООУ РИСТО КРЛЕ с.КАДИНО,Илинден,ЦУ,РИСТО КРЛЕ с.КАДИНО,"македонски",2360,2440,2450,255,233,120,130,130,130,9,41.9924816,21.6171647
Илинден - ООУ РИСТО КРЛЕ с.КАДИНО с. Мралино,Илинден,ПУ,РИСТО КРЛЕ с.КАДИНО с. Мралино,"македонски",470,430,420,40,34,30,40,40,40,4,41.9924816,21.6171647
Илинден - ООУ РИСТО КРЛЕ с.КАДИНО с.Бунарџик,Илинден,ПУ,РИСТО КРЛЕ с.КАДИНО с.Бунарџик,"македонски",170,190,150,20,22,30,20,20,20,2,41.9924816,21.6171647
Јегуновце - ООУ АЛЕКСАНДАР  ЗДРАВКОВСКИ  с.ЈЕГУНОВЦЕ,Јегуновце,ЦУ,АЛЕКСАНДАР  ЗДРАВКОВСКИ  с.ЈЕГУНОВЦЕ,"македонски",1730,1660,1510,140,141,110,110,110,110,11,42.1639149,21.1759955
Јегуновце - ООУ АЛЕКСАНДАР  ЗДРАВКОВСКИ  с.ЈЕГУНОВЦЕ с.Јанчиште,Јегуновце,ПУ,АЛЕКСАНДАР  ЗДРАВКОВСКИ  с.ЈЕГУНОВЦЕ с.Јанчиште,"македонски",190,210,220,26,24,30,30,30,30,3,42.1639149,21.1759955
Јегуновце - ООУ АЛЕКСАНДАР  ЗДРАВКОВСКИ  с.ЈЕГУНОВЦЕ с.Раотинце,Јегуновце,ПУ,АЛЕКСАНДАР  ЗДРАВКОВСКИ  с.ЈЕГУНОВЦЕ с.Раотинце,"македонски",140,160,160,16,15,20,20,20,20,2,42.1639149,21.1759955
Јегуновце - ООУ СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА,Јегуновце,ЦУ,СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА,"македонски",510,430,440,47,55,70,70,70,70,8,42.1639149,21.1759955
Јегуновце - ООУ СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Горно Орашје,Јегуновце,ПУ,СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Горно Орашје,"албански",220,260,240,26,27,30,30,30,30,3,42.1639149,21.1759955
Јегуновце - ООУ СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Долно Орашје,Јегуновце,ПУ,СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Долно Орашје,"албански",60,80,0,7,4,10,10,0,10,0,42.1639149,21.1759955
Јегуновце - ООУ СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Јажинце,Јегуновце,ПУ,СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Јажинце,"албански",1160,1150,1120,107,92,90,90,90,90,9,42.1639149,21.1759955
Јегуновце - ООУ СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Рогачево,Јегуновце,ПУ,СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Рогачево,"македонски",120,110,90,8,5,20,20,20,20,2,42.1639149,21.1759955
Јегуновце - ООУ СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Старо Село,Јегуновце,ПУ,СИМЧЕ  НАСТОВСКИ  с.ВРАТНИЦА с.Старо Село,"македонски",130,130,80,7,3,20,20,20,20,1,42.1639149,21.1759955
Јегуновце - ООУ ШЕМШЕВО  с.ШЕМШЕВО,Јегуновце,ЦУ,ШЕМШЕВО  с.ШЕМШЕВО,"албански",2260,2280,2040,206,191,130,130,130,130,13,42.1639149,21.1759955
Јегуновце - ООУ ШЕМШЕВО  с.ШЕМШЕВО с.Жилче,Јегуновце,ПУ,ШЕМШЕВО  с.ШЕМШЕВО с.Жилче,"македонски",900,900,150,87,74,70,70,30,80,7,42.1639149,21.1759955
Јегуновце - ООУ ШЕМШЕВО  с.ШЕМШЕВО с.Копанце,Јегуновце,ПУ,ШЕМШЕВО  с.ШЕМШЕВО с.Копанце,"албански, македонски",630,570,590,59,53,60,60,60,60,6,42.1639149,21.1759955
Јегуновце - ООУ ШЕМШЕВО  с.ШЕМШЕВО с.Прељубиште,Јегуновце,ПУ,ШЕМШЕВО  с.ШЕМШЕВО с.Прељубиште,"албански, македонски",280,250,250,24,21,30,30,30,30,3,42.1639149,21.1759955
Јегуновце - ООУ ШЕМШЕВО  с.ШЕМШЕВО с.Ратае,Јегуновце,ПУ,ШЕМШЕВО  с.ШЕМШЕВО с.Ратае,"македонски",110,90,0,9,13,20,20,0,10,1,42.1639149,21.1759955
Јегуновце - ООУ ШЕМШЕВО  с.ШЕМШЕВО с.Сиричино,Јегуновце,ПУ,ШЕМШЕВО  с.ШЕМШЕВО с.Сиричино,"македонски",260,220,0,22,15,20,20,0,20,2,42.1639149,21.1759955
Јегуновце - ООУ ШЕМШЕВО  с.ШЕМШЕВО с.Туденце,Јегуновце,ПУ,ШЕМШЕВО  с.ШЕМШЕВО с.Туденце,"македонски",240,230,0,20,21,20,20,0,20,2,42.1639149,21.1759955
Кавадарци - ООУ ДИМКА АНГЕЛОТ  ГАБЕРОТ -Кавадарци,Кавадарци,ЦУ,ДИМКА АНГЕЛОТ  ГАБЕРОТ -Кавадарци,"македонски",4800,4350,4330,397,372,270,270,270,270,27,41.367002,21.997295
Кавадарци - ООУ ДИМКА АНГЕЛОТ  ГАБЕРОТ -Кавадарци с.Сопот,Кавадарци,ПУ,ДИМКА АНГЕЛОТ  ГАБЕРОТ -Кавадарци с.Сопот,"македонски",400,360,360,38,39,90,90,90,90,9,41.367002,21.997295
Кавадарци - ООУ ДИМКА АНГЕЛОТ  ГАБЕРОТ с. ВАТАША,Кавадарци,ЦУ,ДИМКА АНГЕЛОТ  ГАБЕРОТ с. ВАТАША,"македонски",2430,2600,2600,258,263,180,180,180,180,18,41.367002,21.997295
Кавадарци - ООУ СТРАШО ПИНЏУР,Кавадарци,ЦУ,СТРАШО ПИНЏУР,"македонски",9810,10040,10210,1030,990,460,470,480,490,49,41.367002,21.997295
Кавадарци - ООУ СТРАШО ПИНЏУР с.Возарци,Кавадарци,ПУ,СТРАШО ПИНЏУР с.Возарци,"македонски",890,930,960,90,89,90,90,90,90,9,41.367002,21.997295
Кавадарци - ООУ СТРАШО ПИНЏУР с.Дреново,Кавадарци,ПУ,СТРАШО ПИНЏУР с.Дреново,"македонски",620,560,470,37,38,90,90,90,90,9,41.367002,21.997295
Кавадарци - ООУ СТРАШО ПИНЏУР с.Марена,Кавадарци,ПУ,СТРАШО ПИНЏУР с.Марена,"македонски",410,410,480,44,41,50,50,50,50,5,41.367002,21.997295
Кавадарци - ООУ ТОДЕ ХАЏИ ТЕФОВ,Кавадарци,ЦУ,ТОДЕ ХАЏИ ТЕФОВ,"македонски",6210,6320,6630,670,660,330,330,330,330,33,41.367002,21.997295
Кавадарци - ООУ ТОДЕ ХАЏИ ТЕФОВ с.Бегниште,Кавадарци,ПУ,ТОДЕ ХАЏИ ТЕФОВ с.Бегниште,"македонски",250,240,220,20,23,50,50,50,50,5,41.367002,21.997295
Кавадарци - ООУ ТОШО ВЕЛКОВ ПЕПЕТО,Кавадарци,ЦУ,ТОШО ВЕЛКОВ ПЕПЕТО,"македонски",6300,6030,5990,593,579,310,300,300,300,30,41.367002,21.997295
Кавадарци - ООУ ТОШО ВЕЛКОВ ПЕПЕТО с.Глишиќ,Кавадарци,ПУ,ТОШО ВЕЛКОВ ПЕПЕТО с.Глишиќ,"македонски",0,0,0,0,0,0,0,0,0,0,41.367002,21.997295
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ,Карбинци,ЦУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ,"македонски",1750,1830,1970,200,223,130,130,130,130,13,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Долни Балван,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Долни Балван,"македонски",80,60,60,10,11,20,20,20,20,2,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Калаузлија,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Калаузлија,"македонски",150,150,120,13,10,20,20,20,20,2,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Крупиште,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Крупиште,"македонски",140,170,190,16,21,40,40,40,30,4,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Кучица,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Кучица,"турски",190,190,180,18,16,20,20,20,20,2,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Оџалија,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Оџалија,"турски",50,50,50,5,7,10,10,10,10,1,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Прналија,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Прналија,"турски",270,200,190,17,15,20,20,20,20,2,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Радање,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Радање,"турски, македонски",670,690,710,67,61,50,50,80,70,7,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Стар Караорман,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Стар Караорман,"македонски",470,380,390,39,38,50,50,50,50,5,41.7817166,22.1960024
Карбинци - ООУ СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Таринци,Карбинци,ПУ,СТРАШО  ПИНЏУР  с.КАРБИНЦИ с.Таринци,"македонски",380,370,330,31,28,50,50,50,50,5,41.7817166,22.1960024
Карпош - ООУ АВРАМ  ПИСЕВСКИ с.БАРДОВЦИ,Карпош,ЦУ,АВРАМ  ПИСЕВСКИ с.БАРДОВЦИ,"македонски",2500,2420,2420,258,259,150,150,150,140,15,41.9793205,21.3713693
Карпош - ООУ БРАТСТВО -ТАФТАЛИЏЕ,Карпош,ЦУ,БРАТСТВО -ТАФТАЛИЏЕ,"албански, македонски",6120,6340,6760,696,720,280,300,320,340,34,41.9793205,21.3713693
Карпош - ООУ БРАТСТВО -ТАФТАЛИЏЕ с. Горно Нерези,Карпош,ПУ,БРАТСТВО -ТАФТАЛИЏЕ с. Горно Нерези,"албански",50,70,80,7,8,10,10,10,10,0,41.9793205,21.3713693
Карпош - ООУ ВЕРА ЦИРИВИРИ ТРЕНА,Карпош,ЦУ,ВЕРА ЦИРИВИРИ ТРЕНА,"македонски",3990,4190,4310,424,444,180,190,190,190,19,41.9793205,21.3713693
Карпош - ООУ ВЛАДО ТАСЕВСКИ,Карпош,ЦУ,ВЛАДО ТАСЕВСКИ,"македонски",10020,9990,10320,1015,982,370,370,380,390,38,41.9793205,21.3713693
Карпош - ООУ ВОЈДАН ЧЕРНОДРИНСКИ,Карпош,ЦУ,ВОЈДАН ЧЕРНОДРИНСКИ,"македонски",5560,5490,5360,542,536,220,220,220,230,23,41.9793205,21.3713693
Карпош - ООУ ДИМО ХАЏИ ДИМОВ - ВЛАЕ,Карпош,ЦУ,ДИМО ХАЏИ ДИМОВ - ВЛАЕ,"македонски",7720,7520,7600,747,729,330,320,330,320,32,41.9793205,21.3713693
Карпош - ООУ ЈАН АМОС КОМЕНСКИ,Карпош,ЦУ,ЈАН АМОС КОМЕНСКИ,"македонски",6780,7140,7340,763,796,280,290,290,300,31,41.9793205,21.3713693
Карпош - ООУ ЛАЗО ТРПОВСКИ,Карпош,ЦУ,ЛАЗО ТРПОВСКИ,"македонски",4700,4710,4920,490,507,190,190,220,200,21,41.9793205,21.3713693
Карпош - ООУ ПЕТАР ПОП АРСОВ,Карпош,ЦУ,ПЕТАР ПОП АРСОВ,"македонски",6900,6740,6590,641,601,280,280,280,280,27,41.9793205,21.3713693
Карпош - ООУ ХРИСТИЈАН ТОДОРОВСКИ КАРПОШ,Карпош,ЦУ,ХРИСТИЈАН ТОДОРОВСКИ КАРПОШ,"македонски",3790,3680,3890,399,418,180,180,180,180,18,41.9793205,21.3713693
Кисела Вода - ООУ КИРИЛ ПЕЈЧИНОВИЌ,Кисела Вода,ЦУ,КИРИЛ ПЕЈЧИНОВИЌ,"македонски",9460,9680,9720,982,987,370,380,390,390,39,41.9517784,21.4854063
Кисела Вода - ООУ КЛИМЕНТ  ОХРИДСКИ-  ДРАЧЕВО,Кисела Вода,ЦУ,КЛИМЕНТ  ОХРИДСКИ-  ДРАЧЕВО,"македонски",4320,4240,4180,414,411,200,200,200,200,19,41.9517784,21.4854063
Кисела Вода - ООУ КРУМЕ КЕПЕСКИ,Кисела Вода,ЦУ,КРУМЕ КЕПЕСКИ,"македонски",6400,6370,6450,668,662,280,290,300,300,30,41.9517784,21.4854063
Кисела Вода - ООУ КРУМЕ КЕПЕСКИ с.Припор,Кисела Вода,ПУ,КРУМЕ КЕПЕСКИ с.Припор,"македонски",810,740,660,62,68,50,50,50,50,5,41.9517784,21.4854063
Кисела Вода - ООУ КУЗМАН  ЈОСИФОВСКИ ПИТУ,Кисела Вода,ЦУ,КУЗМАН  ЈОСИФОВСКИ ПИТУ,"македонски",5430,5630,5590,562,607,220,230,230,230,23,41.9517784,21.4854063
Кисела Вода - ООУ КУЗМАН  ЈОСИФОВСКИ ПИТУ Црниче,Кисела Вода,ПУ,КУЗМАН  ЈОСИФОВСКИ ПИТУ Црниче,"македонски",630,670,690,68,69,40,40,40,40,4,41.9517784,21.4854063
Кисела Вода - ООУ КУЗМАН  ШАПКАРЕВ - ДРАЧЕВО,Кисела Вода,ЦУ,КУЗМАН  ШАПКАРЕВ - ДРАЧЕВО,"македонски",6660,6690,6730,694,652,270,270,270,270,25,41.9517784,21.4854063
Кисела Вода - ООУ НЕВЕНА ГОРГИЕВА ДУЊА,Кисела Вода,ЦУ,НЕВЕНА ГОРГИЕВА ДУЊА,"македонски",5530,5890,6130,617,653,240,260,270,270,27,41.9517784,21.4854063
Кисела Вода - ООУ ПАРТЕНИЈА ЗОГРАФСКИ,Кисела Вода,ЦУ,ПАРТЕНИЈА ЗОГРАФСКИ,"македонски",4970,5100,5190,519,489,210,210,220,210,20,41.9517784,21.4854063
Кисела Вода - ООУ РАЈКО ЖИНЗИФОВ - НАС. ДРАЧЕВО,Кисела Вода,ЦУ,РАЈКО ЖИНЗИФОВ - НАС. ДРАЧЕВО,"македонски",6460,6440,5470,562,558,280,280,270,270,27,41.9517784,21.4854063
Кисела Вода - ООУ РАЈКО ЖИНЗИФОВ - НАС. ДРАЧЕВО с.Пинтија,Кисела Вода,ПУ,РАЈКО ЖИНЗИФОВ - НАС. ДРАЧЕВО с.Пинтија,"македонски",2000,2190,2280,253,252,90,90,110,120,12,41.9517784,21.4854063
Кисела Вода - ООУ ученици со оштетен слух и говор комбинирана паралелка,Кисела Вода,посебни паралелки,ученици со оштетен слух и говор комбинирана паралелка,"македонски",100,80,70,7,0,20,20,0,20,0,41.9517784,21.4854063
